id,ChatGPT-4o_vs_Claude_Chi,ChatGPT-4o_vs_Claude_Z,ChatGPT-4o_vs_Claude_Fisher,ChatGPT-4o_vs_DeepSeek_Chi,ChatGPT-4o_vs_DeepSeek_Z,ChatGPT-4o_vs_DeepSeek_Fisher,ChatGPT-4o_vs_Gemini_Chi,ChatGPT-4o_vs_Gemini_Z,ChatGPT-4o_vs_Gemini_Fisher,ChatGPT-4o_vs_Grok_Chi,ChatGPT-4o_vs_Grok_Z,ChatGPT-4o_vs_Grok_Fisher,ChatGPT-4o_vs_Llama_Chi,ChatGPT-4o_vs_Llama_Z,ChatGPT-4o_vs_Llama_Fisher,ChatGPT-4o_vs_Qwen_Chi,ChatGPT-4o_vs_Qwen_Z,ChatGPT-4o_vs_Qwen_Fisher,Claude_vs_DeepSeek_Chi,Claude_vs_DeepSeek_Z,Claude_vs_DeepSeek_Fisher,Claude_vs_Gemini_Chi,Claude_vs_Gemini_Z,Claude_vs_Gemini_Fisher,Claude_vs_Grok_Chi,Claude_vs_Grok_Z,Claude_vs_Grok_Fisher,Claude_vs_Llama_Chi,Claude_vs_Llama_Z,Claude_vs_Llama_Fisher,Claude_vs_Qwen_Chi,Claude_vs_Qwen_Z,Claude_vs_Qwen_Fisher,DeepSeek_vs_Gemini_Chi,DeepSeek_vs_Gemini_Z,DeepSeek_vs_Gemini_Fisher,DeepSeek_vs_Grok_Chi,DeepSeek_vs_Grok_Z,DeepSeek_vs_Grok_Fisher,DeepSeek_vs_Llama_Chi,DeepSeek_vs_Llama_Z,DeepSeek_vs_Llama_Fisher,DeepSeek_vs_Qwen_Chi,DeepSeek_vs_Qwen_Z,DeepSeek_vs_Qwen_Fisher,Gemini_vs_Grok_Chi,Gemini_vs_Grok_Z,Gemini_vs_Grok_Fisher,Gemini_vs_Llama_Chi,Gemini_vs_Llama_Z,Gemini_vs_Llama_Fisher,Gemini_vs_Qwen_Chi,Gemini_vs_Qwen_Z,Gemini_vs_Qwen_Fisher,Grok_vs_Llama_Chi,Grok_vs_Llama_Z,Grok_vs_Llama_Fisher,Grok_vs_Qwen_Chi,Grok_vs_Qwen_Z,Grok_vs_Qwen_Fisher,Llama_vs_Qwen_Chi,Llama_vs_Qwen_Z,Llama_vs_Qwen_Fisher
R_13,0.0408 (**),0.0194 (**),0.0363 (**),0.1785,0.0926 (*),0.1757,0.4786,0.1565,0.4990,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.6216,0.4591,0.6230,0.0040 (***),0.0014 (***),0.0018 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0001 (***),0.0224 (**),0.0077 (***),0.0150 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_14,0.0000 (***),0.0000 (***),0.0000 (***),0.8000,0.7040,0.8002,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1058,0.0798 (*),0.1053,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1632,0.1332,0.1630,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2155,0.1688,0.2152,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_15,0.0076 (***),0.0055 (***),0.0074 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0956 (*),0.0741 (*),0.0952 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0079 (***),0.0060 (***),0.0078 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_16,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0040 (***),0.0014 (***),0.0018 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.6539,0.5905,0.6539,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_17,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0023 (***),0.0016 (***),0.0022 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.4837,0.4235,0.4838,0.0259 (**),0.0203 (**),0.0257 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0125 (**),0.0096 (***),0.0124 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.8563,0.7859,0.8563,0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0001 (***),0.0001 (***),0.0237 (**),0.0184 (**),0.0235 (**),0.0000 (***),0.0000 (***),0.0000 (***)
R_18,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0004 (***),0.0002 (***),0.0002 (***),0.0024 (***),0.0015 (***),0.0022 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0010 (***),0.0005 (***),0.0007 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0017 (***),0.0013 (***),0.0017 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_19,0.0000 (***),0.0000 (***),0.0000 (***),0.0253 (**),0.0106 (**),0.0203 (**),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0071 (***),0.0025 (***),0.0036 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0010 (***),0.0007 (***),0.0009 (***)
R_20,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2787,0.2335,0.2787,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0004 (***),0.0001 (***),0.0001 (***),1.0000,0.8483,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
S_01,0.0000 (***),0.0000 (***),0.0000 (***),0.0023 (***),0.0008 (***),0.0009 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0126 (**),0.0044 (***),0.0074 (***),0.0722 (*),0.0246 (**),0.0613 (*),1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.5129,0.4453,0.5131,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.6399,0.4829,0.6411,0.2039,0.1274,0.2027,0.0085 (***),0.0035 (***),0.0058 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.5741,0.3992,0.5759,0.0436 (**),0.0185 (**),0.0374 (**),0.2179,0.1004,0.2159
S_02,0.0000 (***),0.0000 (***),0.0000 (***),0.0722 (*),0.0246 (**),0.0613 (*),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0071 (***),0.0025 (***),0.0036 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0722 (*),0.0246 (**),0.0613 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.4161,0.2782,0.4172,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0071 (***),0.0025 (***),0.0036 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.3143,0.2636,0.3143,0.0000 (***),0.0000 (***),0.0000 (***)
S_03,0.0000 (***),0.0000 (***),0.0000 (***),0.0224 (**),0.0077 (***),0.0150 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0722 (*),0.0246 (**),0.0613 (*),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.7701,0.5589,0.7717,0.0402 (**),0.0240 (**),0.0382 (**),0.0224 (**),0.0077 (***),0.0150 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0104 (**),0.0055 (***),0.0090 (***),0.0722 (*),0.0246 (**),0.0613 (*),0.0000 (***),0.0000 (***),0.0000 (***)
S_04,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0021 (***),0.0012 (***),0.0017 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1321,0.0446 (**),0.1235,0.0000 (***),0.0000 (***),0.0000 (***),0.2610,0.1600,0.2605,0.1321,0.0446 (**),0.1235,0.0000 (***),0.0000 (***),0.0000 (***),0.0071 (***),0.0025 (***),0.0036 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0071 (***),0.0025 (***),0.0036 (***)
S_05,0.0000 (***),0.0000 (***),0.0000 (***),0.2850,0.1540,0.2851,0.4786,0.1565,0.4990,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0400 (**),0.0137 (**),0.0303 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.8921,0.7861,0.8922
S_06,0.0000 (***),0.0000 (***),0.0000 (***),0.0402 (**),0.0240 (**),0.0382 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0085 (***),0.0063 (***),0.0084 (***),0.1676,0.1393,0.1675,0.2467,0.2063,0.2466
S_07,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1321,0.0446 (**),0.1235,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
S_08,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1321,0.0446 (**),0.1235,0.0023 (***),0.0008 (***),0.0009 (***),0.0004 (***),0.0003 (***),0.0004 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1882,0.1512,0.1880,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0334 (**),0.0233 (**),0.0327 (**),0.0017 (***),0.0008 (***),0.0012 (***),0.1379,0.0951 (*),0.1368,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0002 (***),0.1157,0.0665 (*),0.1129
S_09,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0026 (***),0.0017 (***),0.0024 (***),0.0040 (***),0.0014 (***),0.0018 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0040 (***),0.0014 (***),0.0018 (***),0.0040 (***),0.0014 (***),0.0018 (***),0.0040 (***),0.0014 (***),0.0018 (***),0.1259,0.0851 (*),0.1246,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
S_10,0.0000 (***),0.0000 (***),0.0000 (***),0.0071 (***),0.0025 (***),0.0036 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0040 (***),0.0014 (***),0.0018 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2989,0.2484,0.2989,0.1563,0.1220,0.1559,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,0.9034,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0013 (***),0.0007 (***),0.0011 (***),1.0000,0.8151,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0104 (**),0.0073 (***),0.0101 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.2464,0.2023,0.2463,0.0027 (***),0.0015 (***),0.0023 (***),0.1948,0.1538,0.1945,0.0000 (***),0.0000 (***),0.0000 (***)
T_01,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0891 (*),0.0708 (*),0.0888 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
T_02,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000
T_03,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0003 (***),0.0002 (***),0.0002 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0014 (***),0.0010 (***),0.0014 (***),0.5237,0.4569,0.5238,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0001 (***),0.0001 (***)
T_04,0.0000 (***),0.0000 (***),0.0000 (***),0.0224 (**),0.0077 (***),0.0150 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.3379,0.2013,0.3388,0.0747 (*),0.0325 (**),0.0681 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2468,0.0823 (*),0.2485,1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0002 (***),0.6157,0.3154,0.6235,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
T_05,0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1054,0.0853 (*),0.1052,0.0000 (***),0.0000 (***),0.0000 (***),0.3830,0.3264,0.3831,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0876 (*),0.0602 (*),0.0864 (*),0.0024 (***),0.0015 (***),0.0022 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0096 (***),0.0071 (***),0.0095 (***),0.0000 (***),0.0000 (***),0.0000 (***)
T_06,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0007 (***),0.0003 (***),0.0002 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0033 (***),0.0020 (***),0.0029 (***),0.0568 (*),0.0403 (**),0.0560 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.3609,0.2729,0.3612,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
T_07,0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.7259,0.5990,0.7264,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2820,0.2438,0.2820,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***)
T_08,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.1321,0.0446 (**),0.1235,0.2468,0.0823 (*),0.2485,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.1321,0.0446 (**),0.1235,0.2468,0.0823 (*),0.2485,1.0000,1.0000,1.0000,0.1321,0.0446 (**),0.1235,0.2468,0.0823 (*),0.2485,0.1321,0.0446 (**),0.1235,0.2468,0.0823 (*),0.2485,1.0000,0.7035,1.0000
